year	band	in_herit_analysis	in_18_19_exp	in_epp_analysis	exclude	unsamp_egg	soc_un	soc_box	soc_uby	laid_un	laid_box	laid_ub	lay_clutch	gen_dad_uby	soc_mal_x	soc_mal_y	gen_mal_x	gen_mal_y	dist_soc_gen	soc_ci	gen_ci	offset_soc_gen	sex	soc_mal_caught	type	both_parent_knwn	in_xfost_exp	raised_nest	soc_mom	gen_mom	soc_dad_raised	soc_dad_laid	gen_dad	d12_mass	d12_wing	d12_head	d12_bgluc	d12_sgluc	d12_dgluc	d15_acgluc	d12_lat	d12_time	d15_mass	d15_time	d12_base	d12_stress	d12_dex	d15_acth	note
2017	272107567	no		yes		no	2	126	2_126_2017	2	126	2_126_2017	5	1_49_2017	382058	4706627	379615	4706881	2456	139	140	1		yes	EP	yes	no	home	272106708	272106708	239160693	239160693	272106628	10	22	21.3					137	721							
2017	272107568	no		yes		no	2	121	2_121_2017	2	121	2_121_2017	5	2_121_2017	381962	4706625	381962	4706625	0	137	137	0		yes	WP	yes	no	home	272107625	272107625	262126051	262126051	262126051	19	47	25.3					96	738							
2017	272107569	no		yes		no	2	121	2_121_2017	2	121	2_121_2017	5	2_121_2017	381962	4706625	381962	4706625	0	137	137	0		yes	WP	yes	no	home	272107625	272107625	262126051	262126051	262126051	22	53	26					124	738							
2017	272107570	no		yes		no	2	121	2_121_2017	2	121	2_121_2017	5	Unknown	381962	4706625				137				yes	EP	yes	no	home	272107625	272107625	262126051	262126051	262126105	20	57	24					156	738							
2017	272107571	no		yes		no	2	121	2_121_2017	2	121	2_121_2017	5	2_121_2017	381962	4706625	381962	4706625	0	137	137	0		yes	WP	yes	no	home	272107625	272107625	262126051	262126051	262126051	15	49	24.9					176	738							
2017	272107572	no		yes		no	2	121	2_121_2017	2	121	2_121_2017	5	2_121_2017	381962	4706625	381962	4706625	0	137	137	0		yes	WP	yes	no	home	272107625	272107625	262126051	262126051	262126051	21	65	26.9					195	738							
2017	272107635	no		yes		no	2	54	2_54_2017	2	54	2_54_2017	7		381852	4706494				127				yes	EP	no	no	home	272107016	272107016	240150292	240150292		17	31	23					150	753							
2017	272107636	no		yes		no	2	54	2_54_2017	2	54	2_54_2017	7		381852	4706494				127				yes	EP	no	no	home	272107016	272107016	240150292	240150292		20	39	24					54	753							
2017	272107637	no		yes		no	2	54	2_54_2017	2	54	2_54_2017	7		381852	4706494				127				yes	EP	no	no	home	272107016	272107016	240150292	240150292		14	24.5	21.8					60	753							
2017	272107638	no		yes		no	2	54	2_54_2017	2	54	2_54_2017	7	2_25_2017	381852	4706494	381817	4706535	54	127	143	16		yes	EP	yes	no	home	272107016	272107016	240150292	240150292	272107020	18	33	22.1					155	753							
2017	272107639	no		yes		no	2	54	2_54_2017	2	54	2_54_2017	7	2_54_2017	381852	4706494	381852	4706494	0	127	127	0		yes	WP	yes	no	home	272107016	272107016	240150292	240150292	240150292	17	31	23.5					245	753							
2017	272107640	no		yes		no	2	54	2_54_2017	2	54	2_54_2017	7	2_54_2017	381852	4706494	381852	4706494	0	127	127	0		yes	WP	yes	no	home	272107016	272107016	240150292	240150292	240150292	18.5	35.5	23.4					180	753							
2017	272107641	no		yes		no	2	23	2_23_2017	2	23	2_23_2017	5	2_23_2017	381779	4706534	381779	4706534	0	131	131	0		yes	WP	yes	no	home	262125983	262125983	263113739	263113739	263113739	22	52	25.3					63	762							
2017	272107642	no		yes		no	2	23	2_23_2017	2	23	2_23_2017	5	2_23_2017	381779	4706534	381779	4706534	0	131	131	0		yes	WP	yes	no	home	262125983	262125983	263113739	263113739	263113739	23.5	54.5	25.9					125	762							
2017	272107643	no		yes		no	2	23	2_23_2017	2	23	2_23_2017	5	2_23_2017	381779	4706534	381779	4706534	0	131	131	0		yes	WP	yes	no	home	262125983	262125983	263113739	263113739	263113739	22.5	52	25.9					90	762							
2017	272107644	no		yes		no	2	23	2_23_2017	2	23	2_23_2017	5	2_25_2017	381779	4706534	381817	4706535	38	131	143	12		yes	EP	yes	no	home	262125983	262125983	263113739	263113739	272107020	21.5	52	26.4					90	762							
2017	272107645	no		yes		no	2	23	2_23_2017	2	23	2_23_2017	5	2_25_2017	381779	4706534	381817	4706535	38	131	143	12		yes	EP	yes	no	home	262125983	262125983	263113739	263113739	272107020	21	48	24.9					185	762							
2017	272107656	no		yes		no	1	17	1_17_2017	1	17	1_17_2017	4		379629	4706700				142				yes	EP	no	no	home	212110275	212110275	262125850	262125850		17	57	27.5					82	734							
2017	272107657	no		yes		no	1	17	1_17_2017	1	17	1_17_2017	4		379629	4706700				142				yes	EP	no	no	home	212110275	212110275	262125850	262125850		20	59	24.4					82	734							
2017	272107658	no		yes		no	1	17	1_17_2017	1	17	1_17_2017	4		379629	4706700				142				yes	EP	no	no	home	212110275	212110275	262125850	262125850		17.5	61	27					167	734							
2017	272107659	no		yes		no	1	28	1_28_2017	1	28	1_28_2017	5		379595	4706815				141				yes	EP	no	no	home	272106712	272106712	272106627	272106627		20	56	25.5					87	748							
2017	272107660	no		yes		no	1	28	1_28_2017	1	28	1_28_2017	5		379595	4706815				141				yes	EP	no	no	home	272106712	272106712	272106627	272106627		18	58	25.9					155	748							
2017	272107661	no		yes		no	1	28	1_28_2017	1	28	1_28_2017	5	1_28_2017	379595	4706815	379595	4706815	0	141	141	0		yes	WP	yes	no	home	272106712	272106712	272106627	272106627	272106627	13.5	47	23.9					170	748							
2017	272107662	no		yes		no	1	121	1_121_2017	1	121	1_121_2017	5	1_103_2017	379536	4706821	379519	4706839	25	141	135	-6		yes	EP	yes	no	home	272106711	272106711	263114062	263114062	262125449	14	45	23.5					55	782							
2017	272107663	no		yes		no	1	121	1_121_2017	1	121	1_121_2017	5	1_101_2017	379536	4706821	379481	4706839	58	141	131	-10		yes	EP	yes	no	home	272106711	272106711	263114062	263114062	272107528	14	41	23.2					63	782							
2017	272107664	no		yes		no	1	121	1_121_2017	1	121	1_121_2017	5	1_134_2017	379536	4706821	379502	4706763	67	141	136	-5		yes	EP	yes	no	home	272106711	272106711	263114062	263114062	272106615	19.5	45	25.1					93	782							
2017	272107665	no		yes		no	1	121	1_121_2017	1	121	1_121_2017	5	1_101_2017	379536	4706821	379481	4706839	58	141	131	-10		yes	EP	yes	no	home	272106711	272106711	263114062	263114062	272107528		41	24					103	782							
2017	272107666	no		yes		no	2	25	2_25_2017	2	25	2_25_2017	6	2_54_2017	381817	4706535	381852	4706494	54	143	127	-16		yes	EP	yes	no	home	272107757	272107757	272107020	272107020	240150292	14.5	40	23.5					180	729							
2017	272107667	no		yes		no	2	25	2_25_2017	2	25	2_25_2017	6		381817	4706535				143				yes	EP	no	no	home	272107757	272107757	272107020	272107020		15.5	40	24.1					176	729							
2017	272107668	no		yes		no	2	25	2_25_2017	2	25	2_25_2017	6		381817	4706535				143				yes	EP	no	no	home	272107757	272107757	272107020	272107020		14	38	24.7					100	729							
2017	272107669	no		yes		no	2	25	2_25_2017	2	25	2_25_2017	6	2_54_2017	381817	4706535	381852	4706494	54	143	127	-16		yes	EP	yes	no	home	272107757	272107757	272107020	272107020	240150292	16	41	23.5					40	729							
2017	272107670	no		yes		no	2	5	2_5_2017	2	5	2_5_2017	2	2_5_2017	382020	4706576	382020	4706576	0	145	145	0		yes	WP	yes	no	home	240150273	240150273	272106776	272106776	272106776	21.5	42	25.5					30	722							
2017	272107676	no		yes		no	1	69	1_69_2017	1	69	1_69_2017	5		379501	4706972								yes	EP	no	no	home	272107014	272107014	263114216	263114216		20.5	49	25.2					137	771							
2017	272107677	no		yes		no	1	69	1_69_2017	1	69	1_69_2017	5	1_69_2017	379501	4706972								yes	WP	yes	no	home	272107014	272107014	263114216	263114216	263114216	9	31	22.2					93	771							
2017	272107678	no		yes		no	1	69	1_69_2017	1	69	1_69_2017	5	1_11_2017	379501	4706972	379670	4706666						yes	EP	yes	no	home	272107014	272107014	263114216	263114216	272107078	16	49.5	24.9					77	771							
2017	272107679	no		yes		no	1	69	1_69_2017	1	69	1_69_2017	5	1_69_2017	379501	4706972								yes	WP	yes	no	home	272107014	272107014	263114216	263114216	263114216	7	32	21.1					171	771							
2017	272107680	no		yes		no	1	69	1_69_2017	1	69	1_69_2017	5	1_69_2017	379501	4706972								yes	WP	yes	no	home	272107014	272107014	263114216	263114216	263114216	16.5	48	28.5					68	771							
2017	272107681	no		yes		no	1	81	1_81_2017	1	81	1_81_2017	5	1_87_2017	379528	4706915	379531	4706877	38					no	UNK	yes	no	home	262125804	262125804			88004790	24	59	25.4					62	720							
2017	272107682	no		yes		no	1	81	1_81_2017	1	81	1_81_2017	5		379528	4706915								no	UNK	no	no	home	262125804	262125804				24.5	50	25.7					87	720							
2017	272107683	no		yes		no	1	81	1_81_2017	1	81	1_81_2017	5		379528	4706915								no	UNK	no	no	home	262125804	262125804				22	51	27.4					103	720							
2017	272107765	no		yes		no	1	101	1_101_2017	1	101	1_101_2017	5	1_101_2017	379481	4706839	379481	4706839	0	131	131	0		yes	WP	yes	no	home	272106601	272106601	272107528	272107528	272107528	16	59	25.1					60	734							
2017	272107766	no		yes		no	1	101	1_101_2017	1	101	1_101_2017	5	1_101_2017	379481	4706839	379481	4706839	0	131	131	0		yes	WP	yes	no	home	272106601	272106601	272107528	272107528	272107528	15	54	26.2					110	734							
2017	272107767	no		yes		no	1	101	1_101_2017	1	101	1_101_2017	5	1_101_2017	379481	4706839	379481	4706839	0	131	131	0		yes	WP	yes	no	home	272106601	272106601	272107528	272107528	272107528	15	56	25.4					90	734							
2017	272107768	no		yes		no	1	101	1_101_2017	1	101	1_101_2017	5	1_101_2017	379481	4706839	379481	4706839	0	131	131	0		yes	WP	yes	no	home	272106601	272106601	272107528	272107528	272107528	17	54	25.6					186	734							
2017	272107769	no		yes		no	1	101	1_101_2017	1	101	1_101_2017	5	1_101_2017	379481	4706839	379481	4706839	0	131	131	0		yes	WP	yes	no	home	272106601	272106601	272107528	272107528	272107528	15	54	26.5						734							
2017	272107770	no		yes		no	1	24	1_24_2017	1	24	1_24_2017	5	1_24_2017	379627	4706785	379627	4706785	0	135	135	0		yes	WP	yes	no	home	263114087	263114087	272106620	272106620	272106620	22	54	26.5					60	771							
2017	272107771	no		yes		no	1	24	1_24_2017	1	24	1_24_2017	5	1_24_2017	379627	4706785	379627	4706785	0	135	135	0		yes	WP	yes	no	home	263114087	263114087	272106620	272106620	272106620	20	58	25.5					55	771							
2017	272107772	no		yes		no	1	24	1_24_2017	1	24	1_24_2017	5	1_24_2017	379627	4706785	379627	4706785	0	135	135	0		yes	WP	yes	no	home	263114087	263114087	272106620	272106620	272106620	19	54	25.7					84	771							
2017	272107773	no		yes		no	1	24	1_24_2017	1	24	1_24_2017	5		379627	4706785				135				yes	EP	no	no	home	263114087	263114087	272106620	272106620		21	59	25.9					116	771							
2017	272107774	no		yes		no	1	24	1_24_2017	1	24	1_24_2017	5		379627	4706785				135				yes	EP	no	no	home	263114087	263114087	272106620	272106620		21	57	26.2					135	771							
2017	272107775	no		yes		no	1	41	1_41_2017	1	41	1_41_2017	6		379547	4706737				135				no	UNK	no	no	home	262125950	262125950				21	60	26					90	795							
2017	272107776	no		yes		no	1	41	1_41_2017	1	41	1_41_2017	6		379547	4706737				135				no	UNK	no	no	home	262125950	262125950				24.5	55	25.5					87	795							
2017	272107777	no		yes		no	1	41	1_41_2017	1	41	1_41_2017	6		379547	4706737				135				no	UNK	no	no	home	262125950	262125950				22.5	59	26.4					135	795							
2017	272107778	no		yes		no	1	41	1_41_2017	1	41	1_41_2017	6		379547	4706737				135				no	UNK	no	no	home	262125950	262125950				23	57	25.9					135	795							
2017	272107782	no		yes		no	1	77	1_77_2017	1	77	1_77_2017	6	1_77_2017	379431	4706907	379431	4706907	0	144	144	0		yes	WP	yes	no	home	272106614	272106614	232146967	232146967	232146967	12.5	38	23.1					136	733							
2017	272107783	no		yes		no	1	77	1_77_2017	1	77	1_77_2017	6	1_77_2017	379431	4706907	379431	4706907	0	144	144	0		yes	WP	yes	no	home	272106614	272106614	232146967	232146967	232146967	15	43	24.8					146	733							
2017	272107784	no		yes		no	1	77	1_77_2017	1	77	1_77_2017	6	1_77_2017	379431	4706907	379431	4706907	0	144	144	0		yes	WP	yes	no	home	272106614	272106614	232146967	232146967	232146967	11.5	35	23.7					124	733							
2017	272107791	no		yes		no	1	47	1_47_2017	1	47	1_47_2017	5		379574	4706895								no	UNK	no	no	home	272106661	272106661				18	46.5	24.8					80	735							
2017	272107792	no		yes		no	1	47	1_47_2017	1	47	1_47_2017	5		379574	4706895								no	UNK	no	no	home	272106661	272106661				17	49	24.9					110	735							
2017	272107793	no		yes		no	1	47	1_47_2017	1	47	1_47_2017	5		379574	4706895								no	UNK	no	no	home	272106661	272106661				16.5	47	25.4					135	735							
2017	272107795	no		yes		no	1	41	1_41_2017	1	41	1_41_2017	6		379547	4706737				135				no	UNK	no	no	home	262125950	262125950				21	47	25.2					113	795							
2017	272107796	no		yes		no	1	134	1_134_2017	1	134	1_134_2017	4	1_134_2017	379502	4706763	379502	4706763	0	136	136	0		yes	WP	yes	no	home	185149896	185149896	272106615	272106615	272106615	21.5	53	25.7					150	721							
2017	272107797	no		yes		no	1	134	1_134_2017	1	134	1_134_2017	4	1_134_2017	379502	4706763	379502	4706763	0	136	136	0		yes	WP	yes	no	home	185149896	185149896	272106615	272106615	272106615	19	44	25.3					80	721							
2017	272107798	no		yes		no	1	134	1_134_2017	1	134	1_134_2017	4	1_134_2017	379502	4706763	379502	4706763	0	136	136	0		yes	WP	yes	no	home	185149896	185149896	272106615	272106615	272106615	20	49	25.4					90	721							
2017	272107799	no		yes		no	1	134	1_134_2017	1	134	1_134_2017	4	1_134_2017	379502	4706763	379502	4706763	0	136	136	0		yes	WP	yes	no	home	185149896	185149896	272106615	272106615	272106615	22	55	24.5					65	721							
2018	272107819	yes		yes		no	1	356	1_356_2018	1	356	1_356_2018	5	1_356_2018	379646	4706999	379646	4706999	0	129	129	0	M	yes	WP	yes	yes	home	272107018	Mystery	272107325	272107325	272107325	20.5	48	25.4						835				37.4	9.606		"Female sampled doesn't match nestlings, but is the same female for the whole nest. Use for paternity of male but can't match to female phenotype."
2018	272107820	no		yes		no	1	356	1_356_2018	1	356	1_356_2018	5		379646	4706999				129			M	yes	EP	no	yes	home	272107018	Mystery	272107325	272107325		17	36	24.4						835		#VALUE!		17.63	3.919		"Female sampled doesn't match nestlings, but is the same female for the whole nest. Use for paternity of male but can't match to female phenotype."
2018	272107821	no		yes		no	1	356	1_356_2018	1	356	1_356_2018	5		379646	4706999				129			M	yes	EP	no	yes	home	272107018	Mystery	272107325	272107325		18.5	46	23.1						835				35.505	5.92		"Female sampled doesn't match nestlings, but is the same female for the whole nest. Use for paternity of male but can't match to female phenotype."
2018	272107822	yes		yes		no	1	356	1_356_2018	1	356	1_356_2018	5	1_356_2018	379646	4706999	379646	4706999	0	129	129	0	M	yes	WP	yes	yes	home	272107018	Mystery	272107325	272107325	272107325	17	43	24.5						835				26.795	11.221		"Female sampled doesn't match nestlings, but is the same female for the whole nest. Use for paternity of male but can't match to female phenotype."
2018	272107826	yes		yes		no	1	17	1_17_2018	1	85	1_85_2018	5	1_85_2018	379561	4706889	379561	4706889	0	136	136	0	M	yes	WP	yes	yes	cross	272107153	272106711	156181128	272107529	272107529	13	31	21.1					48	778			2.146	9.388	4.334		
2018	272107827	yes		yes		no	1	17	1_17_2018	1	17	1_17_2018	5	1_32_2018	379629	4706700	379572	4706724	62	138	132	-6	M	yes	EP	yes	yes	home	272107153	272107153	156181128	156181128	88004790	13.75	33	22.6					117	778			2.728	35.029	7.784		
2018	272107828	yes		yes		no	1	17	1_17_2018	1	17	1_17_2018	5	1_17_2018	379629	4706700	379629	4706700	0	138	138	0	M	yes	WP	yes	yes	home	272107153	272107153	156181128	156181128	156181128	11.75	30	22					167	778			1.957	11.224	4.881		
2018	272107843	no		yes		no	2	37	2_37_2018	2	37	2_37_2018	5		382042	4706538				142			M	yes	EP	no	yes	home	272106795	272106795	272106957	272106957		17.5	48	24.7					61	755			3.811	11.053	3.752		
2018	272107844	yes		yes		no	2	37	2_37_2018	2	37	2_37_2018	5	2_37_2018	382042	4706538	382042	4706538	0	142	142	0	F	yes	WP	yes	yes	home	272106795	272106795	272106957	272106957	272106957	15.25	52	24.5					121	755			6.948	48.145			
2018	272107846	no		yes		no	2	37	2_37_2018	2	37	2_37_2018	5		382042	4706538				142			M	yes	EP	no	yes	home	272106795	272106795	272106957	272106957		18	55	24.4					67	755			1.458	38.575	8.863		
2018	272107853	yes		no	yes	no	1	421	1_421_2018	1	421	1_421_2018	7	1_421_2018	379750	4706997	379750	4706997	0	132	132	0	M	yes	WP	yes	yes	home	272107321	272107321	262125987	262125987	262125987	22	63	26.3					155	736			6.207	9.073	7.715		
2018	272107854	yes		no	yes	no	1	421	1_421_2018	1	421	1_421_2018	7	1_421_2018	379750	4706997	379750	4706997	0	132	132	0	F	yes	WP	yes	yes	home	272107321	272107321	262125987	262125987	262125987	22.25	62	26					35	736			1.27	54.953	15.285		
2018	272107855	yes		no	yes	no	1	421	1_421_2018	1	421	1_421_2018	7	4_90_2018	379750	4706997	387662	4702228	9238	132	136	4	F	yes	EP	yes	yes	home	272107321	272107321	262125987	262125987	239160615	20.75	61	26.1					126	736			10.472	37.682	10.051		Second clutch and this male that matches is from very far away. Exclude anyway because treatments had already happened.
2018	272107856	yes		no	yes	no	1	421	1_421_2018	1	421	1_421_2018	7	4_90_2018	379750	4706997	387662	4702228	9238	132	136	4	M	yes	EP	yes	yes	home	272107321	272107321	262125987	262125987	239160615	22	59	26.3					77	736			1.925	18.453	18.453		Second clutch and this male that matches is from very far away. Exclude anyway because treatments had already happened.
2018	272107857	yes		no	yes	no	1	421	1_421_2018	1	421	1_421_2018	7	4_90_2018	379750	4706997	387662	4702228	9238	132	136	4	M	yes	EP	yes	yes	home	272107321	272107321	262125987	262125987	239160615	20.5	60	26					65	736			2.098	16.688	12.147		Second clutch and this male that matches is from very far away. Exclude anyway because treatments had already happened.
2018	272107858	no		yes		no	TH	2	TH_2_2018	TH	2	TH_2_2018	5		382265	4699770				0			M	yes	EP	no	yes	home	272107290	272107290	88004611	88004611		23.75	60	25.3					59	824			6.882	52.259	10.05		
2018	272107859	no		yes		no	TH	2	TH_2_2018	TH	2	TH_2_2018	5		382265	4699770				0			F	yes	EP	no	yes	home	272107290	272107290	88004611	88004611		23.25	62	26					79	824			1.597	7.152	6.874		
2018	272107860	no		yes		no	TH	2	TH_2_2018	TH	2	TH_2_2018	5		382265	4699770				0			M	yes	EP	no	yes	home	272107290	272107290	88004611	88004611		19.5	51	25.2					84	824			0.47	15.672	3.295		
2018	272107861	yes		yes		no	TH	2	TH_2_2018	TH	2	TH_2_2018	5	TH_2_2018	382265	4699770	382265	4699770	0	0			M	yes	WP	yes	yes	home	272107290	272107290	88004611	88004611	88004611	21	58	25.2					132	824			3.635	25.192	4.814		
2018	272107899	yes		yes		no	1	17	1_17_2018	1	85	1_85_2018	5	1_85_2018	379561	4706889	379561	4706889	0	136	136	0	F	yes	WP	yes	yes	cross	272107153	272106711	156181128	272107529	272107529	9	27	23.2					69	778			22.416	7.343			
2018	272116825	yes		yes		no	2	109	2_109_2018	2	105	2_105_2018	7	Unknown	381794	4706662				129			F	no	UNK	yes	yes	cross	272107739	272107016	272107688	unk	263114244																
2018	272116826	yes		yes		no	2	109	2_109_2018	2	105	2_105_2018	7	Unknown	381794	4706662				129			M	no	UNK	yes	yes	cross	272107739	272107016	272107688	unk	263114244																
2019	278172265	yes		yes		no	2	120	2_120_2019	2	120	2_120_2019	7	2_120_2019	381943	4706624	381943	4706624	0	132	132	0		yes	WP	yes	yes	home	272106913	272106913	278172165	278172165	278172165	11.5	34	23.2	107	134	88		60	727			29.942	52.469			
2019	278172266	yes		yes		no	2	120	2_120_2019	2	120	2_120_2019	7	2_122_2019	381943	4706624	381982	4706625	39	132	137	5		yes	EP	yes	yes	home	272106913	272106913	278172165	278172165	262126105	17	45	25.3	138	154	100			727	13.75	543		25.143	15.731		Confirm that band is not 26015
2019	278172267	yes		yes		no	2	120	2_120_2019	2	120	2_120_2019	7	2_122_2019	381943	4706624	381982	4706625	39	132	137	5		yes	EP	yes	yes	home	272106913	272106913	278172165	278172165	262126105	13.75	38.5	23.1	139	126	110		75	727			14.905	35.55	9.515		Confirm that band is not 26015
2019	278172271	yes		yes		no	2	120	2_120_2019	2	120	2_120_2019	7	2_122_2019	381943	4706624	381982	4706625	39	132	137	5		yes	EP	yes	yes	home	272106913	272106913	278172165	278172165	262126105	14.5	44	24.3	153	126	168		113	727			16.649	82.055	4.573		Confirm that band is not 26015
2019	278172276	yes		yes		no	2	101	2_101_2019	2	78	2_78_2019	4	2_72_2019	381854	4706685	381740	4706705	116	131	144	13		yes	EP	yes	yes	cross	278172147	278171896	278172199	272107256	278172288	20	55	26	183	150	143	179	95	778	14.5	541	6.511	80.2	10.945		
2019	278172284	yes		yes		no	1	47	1_47_2019	1	81	1_81_2019	6	1_81_2019	379528	4706915	379528	4706915	0	135	135	0		yes	WP	yes	yes	cross	278172224	272107809	272106628	262125966	262125966	14	45	24.3	243	198	248		76	738			6.928	29.461	3.053		
2019	278172286	yes		yes		no	1	47	1_47_2019	1	47	1_47_2019	5	1_86_2019	379574	4706895	379545	4706871	38	135	143	8		yes	EP	yes	yes	home	278172224	278172224	272106628	272106628	272107529	13	35	22.5	168	199	185		178	738			1.632	40.775	5.65		
2019	278172293	yes		yes		no	2	72	2_72_2019	2	34	2_34_2019	5	2_34_2019	381987	4706538	381987	4706538	0	145	145	0		yes	WP	yes	yes	cross	281128603	278172162	278172288	281128516	281128516	20	53	25.5	176	226	249	276	97	734	18	563	0.47	10.612	5.407		
2019	278172303	yes		yes		no	2	94	2_94_2019	2	94	2_94_2019	6	2_94_2019	382001	4706664	382001	4706664	0	135	135	0		yes	WP	yes	yes	home	281128403	281128403	281128605	281128605	281128605	14.5	32	21.5	243	256			77	737			1.294	36.671			
2019	278172304	yes		yes		no	2	94	2_94_2019	2	94	2_94_2019	6	2_122_2019	382001	4706664	381982	4706625	43	135	137	2		yes	EP	yes	yes	home	281128403	281128403	281128605	281128605	262126105	14	31	22.7	264	282	248		98	737	10.5	567	4.048	16.514	5.22		
2019	278172306	yes		yes		no	2	94	2_94_2019	2	94	2_94_2019	6	2_122_2019	382001	4706664	381982	4706625	43	135	137	2		yes	EP	yes	yes	home	281128403	281128403	281128605	281128605	262126105	11.75	28.5	21.5	206	286	241		188	737			4.458	8.797	3.765		
2019	281128646	yes		yes		no	2	127	2_127_2019	2	127	2_127_2019	6	2_127_2019	382079	4706627	382079	4706627	0	134	134	0		yes	WP	yes	yes	home	278172153	278172153	278171880	278171880	278171880	16.5	45	24.5	214	223	220		70	741			19.471	58.691	1.735		
2019	281128647	yes		yes		no	2	127	2_127_2019	2	116	2_116_2019	6	2_116_2019	381868	4706624	381868	4706624	0	134	134	0		yes	WP	yes	yes	cross	278172153	272107217	278171880	272107690	272107690	16.75	41	23.7	207	225	224		140	741			3.965	49.106	13.684		
2019	281128648	yes		yes		no	2	127	2_127_2019	2	127	2_127_2019	6	2_127_2019	382079	4706627	382079	4706627	0	134	134	0		yes	WP	yes	yes	home	278172153	278172153	278171880	278171880	278171880	13.5	37	22.9	222	248	213		150	741			29.002	62.732	7.823		
2019	281128649	yes		yes		no	2	127	2_127_2019	2	116	2_116_2019	6	Unknown	381868	4706624				134				yes	EP	yes	yes	cross	278172153	272107217	278171880	272107690	272107256	11	31	23	211	248	231		83	741			22.034	20.697	4.101		
2019	281128650	yes		yes		no	2	127	2_127_2019	2	127	2_127_2019	6	2_127_2019	382079	4706627	382079	4706627	0	134	134	0		yes	WP	yes	yes	home	278172153	278172153	278171880	278171880	278171880	16.5	43	25	257	242	207		104	741			9.418	71.799	4.66		
2019	281128651	yes		yes		no	2	12	2_12_2019	2	12	2_12_2019	5	2_12_2019	381888	4706574	381888	4706574	0	137	137	0		yes	WP	yes	yes	home	278171870	278171870	278172167	278172167	278172167	13	35	23.1	149				140	801			43.517				
2019	281128652	yes		yes		no	2	12	2_12_2019	2	22	2_22_2019	7	2_29_2019	381758	4706534	381893	4706536	135	137	132	-5		no	EP	yes	yes	cross	278171870	272106817	278172167	unk	272107257	10.5	30	22.2	295				383	801			13.325				social male not caught but must be sired by this other male from 2.29 so is EPY
2019	281128717	yes		yes		no	2	35	2_35_2019	2	35	2_35_2019	5	2_14_2019	382003	4706538	381851	4706573	156	129	147	18		yes	EP	yes	yes	home	272107805	272107805	278171878	278171878	272107816	17	52	25.2	184	194	228		60	759			1.732	61.059	5.79		
2019	281128734	yes		yes		no	2	20	2_20_2019	2	20	2_20_2019	6	2_20_2019	381735	4706572	381735	4706572	0	132	132	0		yes	WP	yes	yes	home	281128402	281128402	278172166	278172166	278172166	20	53	26.2	142		132		90	787			7.577	44.786			
2019	281128747	yes		yes		no	1	105	1_105_2019	1	105	1_105_2019	5	1_105_2019	379556	4706847	379556	4706847	0	135	135	0		yes	WP	yes	yes	home	281128701	281128701	262125449	262125449	262125449	12.5	37	24	280	217	186		96	757			6.512	13.566	2.642		
2019	281128759	yes		yes		no	2	105	2_105_2019	2	105	2_105_2019	6	2_103_2019	381794	4706662	381832	4706663	38	140	129	-11		yes	EP	yes	yes	home	278172158	278172158	281128742	281128742	272106664	9.75	25	21.4						742	9	547					
2019	281128761	yes		yes		no	2	57	2_57_2019	2	57	2_57_2019	5	2_57_2019	381795	4706493	381795	4706493	0	142	142	0		yes	WP	yes	yes	home	156181153	156181153	278172282	278172282	278172282	14.25	36.5	23.8	191	207	188		124	740			15.068	26.726	3.328		
2019	281128778	yes		yes		no	2	50	2_50_2019	2	50	2_50_2019	5	2_32_2019	381930	4706495	381950	4706538	47	156	135	-21		yes	EP	yes	yes	home	281128404	281128404	281128773	281128773	278172169	22	59	25.5	228	198	223		68	753			1.024	3.898	3.483		
2019	281128779	yes		yes		no	2	50	2_50_2019	2	50	2_50_2019	5	2_32_2019	381930	4706495	381950	4706538	47	156	135	-21		yes	EP	yes	yes	home	281128404	281128404	281128773	281128773	278172169	22.25	55	25.3	238	285	280		68	753			3.064	4.406	4.459		
2019	281128783	yes		yes		no	1	79	1_79_2019	1	79	1_79_2019	5	1_79_2019	379482	4706915	379482	4706915	0	156	156	0		yes	WP	yes	yes	home	281128654	281128654	278171397	278171397	278171397	21	55.1	26.4	182	273	270	228	84	888	18.25	621	0.47	7.768	10.811		
2019	281128785	yes		yes		no	1	79	1_79_2019	1	79	1_79_2019	5	1_79_2019	379482	4706915	379482	4706915	0	156	156	0		yes	WP	yes	yes	home	281128654	281128654	278171397	278171397	278171397	22	57	26	203	246	218	268	92	888	19	621	0.595	13.515	3.401		
2019	281128806	yes		yes		no	2	82	2_82_2019	2	82	2_82_2019	6	2_82_2019	381934	4706686	381934	4706686	0	138	138	0		yes	WP	yes	yes	home	278171873	278171873	272106974	272106974	272106974	12.5	32	21.9	225				59	732			22.554	20.497			
2019	281128807	yes		yes		no	2	82	2_82_2019	2	82	2_82_2019	6	2_82_2019	381934	4706686	381934	4706686	0	138	138	0		yes	WP	yes	yes	home	278171873	278171873	272106974	272106974	272106974	11.5	24	21.1	190				176	732			3.31				
2019	281128812	yes		yes		no	2	75	2_75_2019	2	75	2_75_2019	6	Unknown	381796	4706685				137				yes	EP	yes	yes	home	278172154	278172154	278172170	278172170	272107256	9.25	24	22.1	190	252			173	754	7.5	559	0.47	0.47			
2017	999999996	no		yes		no	2	77	2_77_2017	2	77	2_77_2017	6	Unknown	381835	4706685				131				yes	WP	yes	no	home	263113714	263113714	185146882	185146882	185146882								147	874							
